trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
PROC_10_0DB64ZZ,procedure,84,5,DX_10_K219,0.47619047619047616
PROC_10_B31R1ZZ,procedure,84,5,DX_10_I10,0.4642857142857143
PROC_10_02PY33Z,procedure,84,8,DX_10_E785,0.42857142857142855
MED_EXELON,medication,84,5,DX_9_4019,0.39285714285714285
PROC_10_0QBH0ZZ,procedure,84,5,DX_10_I10,0.35714285714285715
PROC_10_05PYX3Z,procedure,84,8,DX_10_E785,0.35714285714285715
PROC_10_0T788DZ,procedure,84,4,DX_10_N179,0.3333333333333333
MED_DEXAMETHASONE_OPHTHALMIC_SUSP_0_1,medication,84,2,DX_10_I10,0.2976190476190476
MED_ACETAZOLAMIDE_S_R,medication,84,1,DX_10_K219,0.2619047619047619
PROC_10_0PSJ04Z,procedure,84,2,DX_10_I10,0.2619047619047619
MED_FAMCICLOVIR,medication,84,3,DX_9_V08,0.23809523809523808
PROC_10_0VT34ZZ,procedure,83,4,DX_10_C61,0.891566265060241
PROC_10_30243Y0,procedure,83,19,DX_10_T451X5A,0.8674698795180723
PROC_9_7987,procedure,83,5,DX_9_84503,0.7831325301204819
PROC_10_0T9330Z,procedure,83,7,DX_10_N179,0.6265060240963856
PROC_10_0JH604Z,procedure,83,12,DX_10_Z7901,0.6144578313253012
PROC_9_3479,procedure,83,6,DX_9_4019,0.5542168674698795
PROC_9_8344,procedure,83,4,DX_9_4019,0.4578313253012048
PROC_10_0TCB8ZZ,procedure,83,9,DX_10_N179,0.4457831325301205
PROC_9_9762,procedure,83,5,DX_9_4019,0.3132530120481928
PROC_10_0BU70JZ,procedure,82,11,DX_10_J398,0.8902439024390244
PROC_9_3179,procedure,82,5,DX_9_51919,0.8414634146341463
PROC_9_0110,procedure,82,3,DX_9_3485,0.5609756097560976
MED_TRIAMTERENE,medication,82,1,DX_9_4019,0.524390243902439
PROC_10_0HRLX74,procedure,82,5,DX_10_I10,0.5121951219512195
MED_CARMUSTINE,medication,82,6,DX_9_E9331,0.5121951219512195
PROC_9_0039,procedure,82,2,DX_9_4019,0.5
PROC_10_BF13YZZ,procedure,82,4,DX_10_E785,0.5
PROC_10_0KNT0ZZ,procedure,82,7,DX_10_D62,0.4634146341463415
PROC_9_850,procedure,82,5,DX_9_99812,0.4024390243902439
PROC_10_009U3ZZ,procedure,82,4,DX_10_I10,0.3780487804878049
PROC_9_7962,procedure,82,2,DX_9_4019,0.35365853658536583
MED_OFLOXACIN,medication,82,2,DX_10_E785,0.3170731707317073
MED_PROPYLTHIOURACIL,medication,82,1,DX_9_24200,0.2682926829268293
PROC_10_03UL0KZ,procedure,81,6,DX_10_E785,0.7777777777777778
PROC_9_3781,procedure,81,9,DX_9_42731,0.7777777777777778
PROC_9_280,procedure,81,1,DX_9_475,0.7530864197530864
PROC_10_0D568ZZ,procedure,81,8,DX_10_D62,0.7037037037037037
MED_PERIPHERAL_NERVE_INFUSION_BAG,medication,81,8,DX_10_Z20822,0.5432098765432098
PROC_10_0TP98DZ,procedure,81,4,DX_10_N179,0.5185185185185185
PROC_10_0B918ZZ,procedure,81,9,DX_10_E785,0.5185185185185185
PROC_9_4611,procedure,81,3,DX_9_4019,0.4567901234567901
PROC_10_0JBL0ZZ,procedure,81,3,DX_10_D62,0.4074074074074074
PROC_9_7916,procedure,81,3,DX_9_82322,0.38271604938271603
MED_PAPAIN_2_5_SOLUTION,medication,81,5,DX_9_4019,0.38271604938271603
PROC_10_0UTC4ZZ,procedure,81,5,DX_10_F329,0.2839506172839506
PROC_9_0239,procedure,80,5,DX_9_3314,0.7125
PROC_10_047P3ZZ,procedure,80,12,DX_10_E785,0.7
PROC_9_8363,procedure,80,5,DX_9_8404,0.55
PROC_10_0KNS0ZZ,procedure,80,5,DX_10_D62,0.4875
PROC_10_00U207Z,procedure,80,4,DX_10_G935,0.4375
PROC_10_05H533Z,procedure,80,6,DX_10_E785,0.4125
PROC_9_043,procedure,80,2,DX_9_8832,0.3
PROC_9_6541,procedure,80,2,DX_9_6202,0.2875
MED_CARBOPLATIN_DESENSITIZATION,medication,79,6,DX_10_Z5111,0.8354430379746836
PROC_10_B2151ZZ,procedure,79,8,DX_10_E785,0.6835443037974683
PROC_10_02VW3DZ,procedure,79,6,DX_10_I10,0.6329113924050633
MED_SELEGILINE_HCL,medication,79,2,DX_9_3320,0.5443037974683544
PROC_9_3524,procedure,79,7,DX_9_42731,0.4936708860759494
PROC_9_8081,procedure,79,5,DX_9_4019,0.4936708860759494
MED_VALGANCICLOVIR_SUSPENSION,medication,79,7,DX_9_5715,0.3924050632911392
MED_LINZESS,medication,79,5,DX_10_K219,0.35443037974683544
MED_CROMOLYN,medication,79,1,DX_9_53081,0.2911392405063291
PROC_10_02L73DK,procedure,78,9,DX_10_Z006,0.9487179487179487
PROC_10_04V03FZ,procedure,78,6,DX_10_E785,0.717948717948718
PROC_10_0D798DZ,procedure,78,12,DX_10_K315,0.6025641025641025
PROC_9_9312,procedure,78,1,DX_9_4019,0.46153846153846156
PROC_9_9468,procedure,78,6,DX_9_3051,0.44871794871794873
MED_CARBAMAZEPINE_SUSPENSION,medication,78,1,DX_9_34590,0.4230769230769231
PROC_10_0S9B3ZX,procedure,78,5,DX_10_I10,0.358974358974359
MED_BRIMONIDINE,medication,78,1,DX_9_4019,0.3076923076923077
PROC_10_03VK3DZ,procedure,77,5,DX_10_I671,0.8571428571428571
PROC_10_02RG0JZ,procedure,77,10,DX_10_D62,0.8441558441558441
PROC_10_B210YZZ,procedure,77,8,DX_10_E785,0.6883116883116883
PROC_10_0WQF4ZZ,procedure,77,5,DX_10_K429,0.6363636363636364
PROC_10_00QT0ZZ,procedure,77,8,DX_10_Y92234,0.5064935064935064
MED_HEPARIN_FLUSH_CRRT_5000_UNITS_ML,medication,77,11,DX_9_51881,0.4935064935064935
PROC_10_DW061ZZ,procedure,77,6,DX_10_G893,0.4805194805194805
PROC_9_3787,procedure,77,8,DX_9_4019,0.4675324675324675
PROC_10_0D1M0Z4,procedure,77,6,DX_10_K5720,0.4675324675324675
MED_HALOPERIDOL_DECANOATE_LONG_ACTING,medication,77,6,DX_10_Z9114,0.4675324675324675
PROC_9_6529,procedure,77,2,DX_9_6202,0.44155844155844154
PROC_10_0JBN0ZZ,procedure,77,4,DX_10_E785,0.44155844155844154
PROC_10_0KBQ0ZZ,procedure,77,6,DX_10_I10,0.38961038961038963
PROC_9_7745,procedure,77,4,DX_9_4019,0.36363636363636365
PROC_9_2751,procedure,76,3,DX_9_87343,0.9473684210526315
MED_FEMARA,medication,76,2,DX_9_V103,0.8026315789473685
PROC_10_0F793DZ,procedure,76,10,DX_10_K831,0.7368421052631579
PROC_10_01NR0ZZ,procedure,76,7,DX_10_M48062,0.6447368421052632
MED_SALSALATE,medication,76,6,DX_9_4019,0.5394736842105263
PROC_9_5341,procedure,76,3,DX_9_5531,0.5263157894736842
PROC_9_6651,procedure,76,3,DX_9_2189,0.5
PROC_9_0695,procedure,76,3,DX_9_193,0.4868421052631579
PROC_9_5014,procedure,76,2,DX_9_4019,0.4868421052631579
MED_PIROXICAM,medication,76,2,DX_9_4019,0.3815789473684211
PROC_10_06H033Z,procedure,76,4,DX_10_D62,0.34210526315789475
MED_CEFTRIAXONE_GRADED_CHALLENGE,medication,76,5,DX_10_E785,0.3157894736842105
PROC_10_01N50ZZ,procedure,76,1,DX_10_I10,0.27631578947368424
MED_ANGIOTENSIN_II,medication,75,16,DX_10_Z66,0.7866666666666666
PROC_10_0F9630Z,procedure,75,10,DX_10_K831,0.7466666666666667
MED_TICLOPIDINE_HCL,medication,75,11,DX_9_53081,0.7333333333333333
PROC_10_03CM0ZZ,procedure,75,6,DX_10_I6521,0.72
PROC_10_00BC0ZZ,procedure,75,5,DX_10_G936,0.56
MED_FENOFIBRATE_NANOCRYSTALLIZED,medication,75,5,DX_9_2724,0.5466666666666666
PROC_10_0SP004Z,procedure,75,7,DX_10_I10,0.5066666666666667
PROC_9_0293,procedure,75,2,DX_9_3320,0.48
PROC_10_0QBL0ZZ,procedure,75,8,DX_10_E785,0.4666666666666667
MED_DEXTRAN_40_10_IN_D5W,medication,75,4,DX_10_I10,0.4533333333333333
MED_MITOXANTRONE,medication,75,7,DX_9_78061,0.44
PROC_9_437,procedure,75,2,DX_9_4019,0.44
PROC_10_07BD3ZX,procedure,75,4,DX_10_E785,0.4
PROC_9_503,procedure,75,3,DX_9_4019,0.38666666666666666
MED_BRINZOLAMIDE,medication,75,3,DX_9_3659,0.3466666666666667
MED_MARAVIROC,medication,75,2,DX_9_042,0.3466666666666667
MED_CLORAZEPATE_DIPOTASSIUM,medication,75,2,DX_9_53081,0.3333333333333333
MED_FLUOCINOLONE_ACETONIDE_0_025_CREAM,medication,75,1,DX_9_2724,0.30666666666666664
MED_ALBUTEROL_SULFATE_EXTENDED_RELEASE,medication,75,1,DX_10_E785,0.29333333333333333
PROC_9_0024,procedure,74,5,DX_9_41401,0.9459459459459459
PROC_10_0D598ZZ,procedure,74,8,DX_10_D62,0.8243243243243243
MED_IDARUBICIN,medication,74,6,DX_9_20500,0.7297297297297297
MED_COPAXONE,medication,74,2,DX_9_340,0.7162162162162162
PROC_10_0B738DZ,procedure,74,9,DX_10_Z87891,0.6081081081081081
MED_CLARITIN,medication,74,1,DX_9_4019,0.5675675675675675
PROC_9_0125,procedure,74,4,DX_9_3485,0.5405405405405406
PROC_10_07B70ZX,procedure,74,4,DX_10_I10,0.5135135135135135
PROC_9_6859,procedure,74,4,DX_9_6184,0.5135135135135135
PROC_9_3775,procedure,74,6,DX_9_99601,0.5135135135135135
MED_CEFEPIME_GRADED_CHALLENGE,medication,74,6,DX_10_E785,0.4594594594594595
MED_ROPINIROLE_HCL,medication,74,2,DX_9_33394,0.4594594594594595
PROC_9_4579,procedure,74,2,DX_9_4019,0.44594594594594594
PROC_10_3E0430M,procedure,74,3,DX_10_T451X5A,0.40540540540540543
PROC_10_3E0L4GC,procedure,74,4,DX_10_Z87891,0.3918918918918919
MED_KETOCONAZOLE,medication,74,5,DX_9_185,0.3918918918918919
PROC_9_5252,procedure,74,2,DX_9_4019,0.3918918918918919
PROC_10_0HBLXZX,procedure,74,4,DX_10_Z87891,0.35135135135135137
PROC_10_05H633Z,procedure,74,3,DX_10_E785,0.3108108108108108
PROC_10_0F9130Z,procedure,73,5,DX_10_K750,0.9178082191780822
PROC_9_3348,procedure,73,5,DX_9_51919,0.7397260273972602
PROC_10_DB021ZZ,procedure,73,11,DX_10_Z87891,0.684931506849315
PROC_9_0043,procedure,73,6,DX_9_4019,0.6301369863013698
PROC_10_04UL0KZ,procedure,73,6,DX_10_E785,0.589041095890411
MED_ALPROSTADIL,medication,73,7,DX_10_K766,0.5753424657534246
MED_CODEINE_PHOSPHATE,medication,73,3,DX_9_51919,0.5616438356164384
PROC_10_0Y6M0Z9,procedure,73,13,DX_10_E1152,0.547945205479452
PROC_9_8166,procedure,73,4,DX_9_73313,0.5205479452054794
PROC_9_8457,procedure,73,4,DX_9_E8781,0.5068493150684932
PROC_10_B3151ZZ,procedure,73,4,DX_10_I10,0.4931506849315068
MED_FLEET_PHOSPHO_SODA,medication,73,1,DX_9_4019,0.4657534246575342
MED_TESTOSTERONE_GEL_1,medication,73,5,DX_10_E785,0.4657534246575342
PROC_9_8589,procedure,73,3,DX_9_V103,0.4383561643835616
PROC_10_3E0R3BZ,procedure,73,4,DX_10_Z87891,0.3698630136986301
PROC_9_8401,procedure,73,2,DX_9_8860,0.3561643835616438
PROC_9_4921,procedure,73,1,DX_9_4019,0.3424657534246575
PROC_10_09JK8ZZ,procedure,73,7,DX_10_E785,0.3287671232876712
MED_TETANUS_DIPHTHERIA_TOX_DECAVAC,medication,73,1,DX_9_4019,0.2876712328767123
PROC_10_0DQR0ZZ,procedure,72,4,DX_10_Z370,1.0
MED_DISOPYRAMIDE_CR,medication,72,3,DX_9_42731,0.9305555555555556
PROC_9_6662,procedure,72,2,DX_9_63310,0.9166666666666666
PROC_10_06C83ZZ,procedure,72,8,DX_10_I81,0.8333333333333334
PROC_10_03UK0KZ,procedure,72,6,DX_10_E785,0.75
PROC_9_7934,procedure,72,2,DX_9_81611,0.5833333333333334
MED_ALFUZOSIN,medication,72,5,DX_10_I10,0.5277777777777778
PROC_9_3228,procedure,72,5,DX_9_V1582,0.4861111111111111
PROC_10_GZB4ZZZ,procedure,72,6,DX_10_R45851,0.4722222222222222
MED_PONATINIB,medication,72,7,DX_10_T451X5A,0.4722222222222222
PROC_10_0QB00ZZ,procedure,72,5,DX_10_Y838,0.4305555555555556
PROC_10_0BC18ZZ,procedure,72,7,DX_10_I10,0.4305555555555556
MED_DONNATOL,medication,72,2,DX_9_4019,0.375
PROC_9_5343,procedure,71,2,DX_9_5531,0.9154929577464789
PROC_10_047K3ZZ,procedure,71,9,DX_10_E785,0.5915492957746479
PROC_10_0QP004Z,procedure,71,6,DX_10_I10,0.5633802816901409
PROC_10_047L3ZZ,procedure,71,7,DX_10_E785,0.5492957746478874
PROC_10_0BC68ZZ,procedure,71,12,DX_10_J9601,0.49295774647887325
PROC_10_0W9H30Z,procedure,71,3,DX_10_I10,0.4225352112676056
MED_PANCREASE_MT_16,medication,71,2,DX_9_5771,0.4225352112676056
PROC_10_0RG6071,procedure,71,3,DX_10_I10,0.4225352112676056
PROC_10_0HTV0ZZ,procedure,71,3,DX_10_Z803,0.39436619718309857
PROC_9_7675,procedure,71,2,DX_9_80222,0.38028169014084506
PROC_10_0UQGXZZ,procedure,70,4,DX_10_Z370,0.9
PROC_10_02Q50ZZ,procedure,70,9,DX_10_Q211,0.8571428571428571
PROC_9_8968,procedure,70,8,DX_9_4280,0.7142857142857143
PROC_9_6825,procedure,70,2,DX_9_2189,0.7142857142857143
PROC_10_027134Z,procedure,70,8,DX_10_E785,0.7
PROC_10_06183DY,procedure,70,10,DX_10_K766,0.7
PROC_9_7052,procedure,70,5,DX_9_61804,0.5857142857142857
PROC_10_0RRJ00Z,procedure,70,5,DX_10_M19011,0.5428571428571428
PROC_9_5303,procedure,70,4,DX_9_4019,0.5428571428571428
PROC_10_0FBG4ZZ,procedure,70,4,DX_10_I10,0.4857142857142857
PROC_10_07BC4ZX,procedure,70,3,DX_10_I10,0.4714285714285714
MED_FIDAXOMICIN,medication,70,7,DX_10_A0471,0.42857142857142855
MED_GAMUNEX_GAMMAKED_10,medication,70,4,DX_10_D801,0.35714285714285715
PROC_10_0TQB0ZZ,procedure,70,3,DX_10_Y92234,0.34285714285714286
PROC_10_0WBF0ZZ,procedure,70,3,DX_10_I10,0.32857142857142857
PROC_10_0BJ18ZZ,procedure,70,3,DX_10_I10,0.3
MED_INV_GO_203_2C,medication,69,9,DX_10_Z87891,0.8405797101449275
MED_PIOGLITAZONE_HCL,medication,69,5,DX_9_25000,0.7101449275362319
PROC_10_0F758DZ,procedure,69,4,DX_10_K831,0.6811594202898551
PROC_10_047N3ZZ,procedure,69,7,DX_10_E785,0.5652173913043478
MED_COPPER_CHLORIDE,medication,69,5,DX_10_E43,0.5362318840579711
PROC_10_8E0ZXY6,procedure,69,3,DX_10_E785,0.4057971014492754
MED_PULMICORT,medication,69,2,DX_9_4019,0.36231884057971014
PROC_10_0HB7XZX,procedure,69,2,DX_10_N179,0.3188405797101449
MED_RIFABUTIN,medication,69,1,DX_9_042,0.30434782608695654
PROC_10_02PA3RZ,procedure,68,16,DX_10_R570,0.8235294117647058
PROC_10_06WY3JZ,procedure,68,14,DX_10_K766,0.7205882352941176
PROC_9_3777,procedure,68,8,DX_9_99661,0.6764705882352942
PROC_10_04L43DZ,procedure,68,3,DX_10_D62,0.6029411764705882
MED_PHENOBARBITAL_ICU_ALCOHOL_WITHDRAWAL_LOADING_DOSE_1,medication,68,6,DX_9_29181,0.6029411764705882
PROC_10_3E0U3BZ,procedure,68,4,DX_10_E785,0.5441176470588235
PROC_10_0DBN8ZZ,procedure,68,6,DX_10_D125,0.5294117647058824
MED_TETRACYCLINE_HCL,medication,68,2,DX_9_5990,0.5
PROC_9_6525,procedure,68,1,DX_9_6202,0.45588235294117646
MED_CHLORDIAZEPOXIDE,medication,68,5,DX_10_F419,0.45588235294117646
PROC_10_0QS734Z,procedure,68,3,DX_10_I10,0.45588235294117646
PROC_10_07BD0ZX,procedure,68,4,DX_10_I10,0.45588235294117646
PROC_10_B3181ZZ,procedure,68,3,DX_10_Z20822,0.4264705882352941
PROC_9_8417,procedure,68,5,DX_9_4019,0.39705882352941174
PROC_10_0PSH04Z,procedure,68,1,DX_10_I10,0.3382352941176471
MED_VIGAMOX,medication,68,1,DX_9_4019,0.3235294117647059
PROC_10_0W3R7ZZ,procedure,67,3,DX_10_Z370,0.7761194029850746
PROC_10_03CH0ZZ,procedure,67,5,DX_10_E785,0.7611940298507462
MED_SILDENAFIL_CITRATE,medication,67,3,DX_9_4168,0.6716417910447762
MED_PHENOBARBITAL_ICU_ALCOHOL_WITHDRAWAL_LOADING_DOSE_2_AND_3,medication,67,5,DX_9_29181,0.5970149253731343
PROC_9_9465,procedure,67,3,DX_9_2920,0.4925373134328358
PROC_10_0PSF04Z,procedure,67,4,DX_10_I10,0.4626865671641791
PROC_10_0QS634Z,procedure,67,4,DX_10_I10,0.44776119402985076
PROC_10_0HRKX74,procedure,67,3,DX_10_D62,0.44776119402985076
PROC_10_0PB43ZX,procedure,67,2,DX_10_E785,0.3880597014925373
PROC_10_0QPG04Z,procedure,67,3,DX_10_T84622A,0.373134328358209
PROC_10_0DTP0ZZ,procedure,67,2,DX_10_Z87891,0.373134328358209
PROC_10_0HBKXZX,procedure,67,3,DX_10_I10,0.34328358208955223
PROC_9_7271,procedure,66,3,DX_9_V270,1.0
PROC_10_03CN0ZZ,procedure,66,7,DX_10_I6522,0.7727272727272727
PROC_10_0TTB4ZZ,procedure,66,4,DX_10_C679,0.6666666666666666
PROC_10_0Y6M0ZF,procedure,66,11,DX_10_E1152,0.5909090909090909
PROC_10_0QS804Z,procedure,66,3,DX_10_D62,0.5151515151515151
PROC_9_9425,procedure,66,5,DX_9_V6284,0.48484848484848486
PROC_10_0KBR0ZZ,procedure,66,2,DX_10_D62,0.4696969696969697
MED_VESICARE,medication,66,1,DX_9_4019,0.4393939393939394
PROC_9_8897,procedure,66,1,DX_9_4019,0.3939393939393939
MED_ALBUMIN_HUMAN,medication,66,4,DX_9_78959,0.3787878787878788
PROC_9_8534,procedure,66,1,DX_9_2330,0.36363636363636365
PROC_10_B51WYZZ,procedure,65,14,DX_10_N186,0.9230769230769231
PROC_10_0UH90HZ,procedure,65,5,DX_10_Z370,0.8923076923076924
PROC_10_B3101ZZ,procedure,65,6,DX_10_E785,0.7538461538461538
PROC_10_0RRK00Z,procedure,65,5,DX_10_M19012,0.6615384615384615
PROC_9_8164,procedure,65,3,DX_9_2851,0.6153846153846154
PROC_10_047M3ZZ,procedure,65,9,DX_10_E785,0.6
PROC_9_7807,procedure,65,3,DX_9_73382,0.5846153846153846
PROC_10_0SPB0JZ,procedure,65,6,DX_10_T8452XA,0.5692307692307692
PROC_9_315,procedure,65,3,DX_9_51919,0.5692307692307692
PROC_10_047K3DZ,procedure,65,6,DX_10_E785,0.5538461538461539
PROC_10_B316YZZ,procedure,65,3,DX_10_I10,0.5384615384615384
PROC_10_0Y6N0Z9,procedure,65,9,DX_10_Z794,0.5230769230769231
PROC_10_B41G1ZZ,procedure,65,8,DX_10_E785,0.5230769230769231
MED_PROPRANOLOL_HCL,medication,65,1,DX_9_4019,0.49230769230769234
PROC_10_BF11YZZ,procedure,65,4,DX_10_I10,0.47692307692307695
PROC_10_0KBS0ZZ,procedure,65,3,DX_10_D62,0.4
MED_PULMICORT_FLEXHALER,medication,65,1,DX_9_49390,0.3076923076923077
PROC_10_0QS636Z,procedure,64,3,DX_10_S72141A,0.78125
PROC_10_04L23DZ,procedure,64,6,DX_10_D62,0.71875
PROC_9_3973,procedure,64,3,DX_9_4019,0.671875
PROC_10_0JH607Z,procedure,64,8,DX_10_E785,0.625
PROC_10_0Y6N0ZF,procedure,64,9,DX_10_E785,0.59375
PROC_10_00UT0KZ,procedure,64,8,DX_10_I10,0.5625
PROC_9_9979,procedure,64,2,DX_9_4019,0.515625
PROC_10_0DBK8ZZ,procedure,64,6,DX_10_E785,0.484375
MED_CEFTAZIDIME_AVIBACTAM_AVYCAZ,medication,64,3,DX_10_K219,0.484375
PROC_9_4572,procedure,64,1,DX_9_4019,0.4375
PROC_10_0DH60UZ,procedure,64,7,DX_10_D62,0.390625
MED_DROPERIDOL,medication,64,1,DX_9_4019,0.375
PROC_9_7901,procedure,64,1,DX_9_4019,0.359375
PROC_9_9356,procedure,64,1,DX_9_4019,0.359375
PROC_10_0GB04ZZ,procedure,63,3,DX_10_D352,0.8571428571428571
PROC_9_8201,procedure,63,1,DX_9_72705,0.7301587301587301
PROC_10_0F768DZ,procedure,63,5,DX_10_K831,0.6984126984126984
PROC_10_0Y6N0ZD,procedure,63,8,DX_10_E785,0.6349206349206349
MED_PYRIMETHAMINE,medication,63,1,DX_9_042,0.6349206349206349
MED_LETERMOVIR,medication,63,5,DX_10_T451X5A,0.6031746031746031
PROC_10_B4101ZZ,procedure,63,5,DX_10_E785,0.5714285714285714
PROC_10_0BBJ4ZZ,procedure,63,3,DX_10_Z87891,0.5079365079365079
PROC_9_0294,procedure,63,1,DX_9_4019,0.42857142857142855
PROC_10_0KBT0ZZ,procedure,63,2,DX_10_D62,0.3968253968253968
PROC_9_8627,procedure,63,2,DX_9_4019,0.3968253968253968
PROC_10_0DQ80ZZ,procedure,63,2,DX_10_I10,0.3492063492063492
PROC_10_0DBA8ZX,procedure,63,3,DX_10_E785,0.3333333333333333
PROC_10_0PSL04Z,procedure,63,1,DX_10_I10,0.3333333333333333
MED_INV_REMDESIVIR,medication,62,7,DX_10_U071,0.9838709677419355
PROC_10_0WQNXZZ,procedure,62,2,DX_10_Z370,0.9193548387096774
PROC_9_5112,procedure,62,3,DX_9_5762,0.7903225806451613
PROC_9_9912,procedure,62,3,DX_9_V071,0.7096774193548387
MED_ANORO_ELLIPTA,medication,62,4,DX_10_J449,0.6774193548387096
PROC_10_0SRB0JZ,procedure,62,5,DX_10_M1612,0.6451612903225806
PROC_10_0KXH0ZZ,procedure,62,9,DX_10_E785,0.6129032258064516
PROC_9_3776,procedure,62,6,DX_9_99601,0.5967741935483871
PROC_10_0Y6N0ZC,procedure,62,9,DX_10_E785,0.5967741935483871
PROC_10_009400Z,procedure,62,5,DX_10_G935,0.5483870967741935
MED_FENOFIBRATE_MICRONIZED,medication,62,5,DX_9_2724,0.5483870967741935
PROC_10_B41BYZZ,procedure,62,3,DX_10_D62,0.5483870967741935
PROC_10_3E043XZ,procedure,62,7,DX_10_N179,0.5161290322580645
PROC_10_0T9B70Z,procedure,62,3,DX_10_E785,0.5161290322580645
PROC_9_7770,procedure,62,2,DX_9_4019,0.5161290322580645
PROC_9_586,procedure,62,3,DX_9_4019,0.5
PROC_9_7078,procedure,62,4,DX_9_4019,0.5
PROC_10_00B73ZX,procedure,62,3,DX_10_G936,0.4838709677419355
PROC_10_0W9940Z,procedure,62,5,DX_10_E785,0.4838709677419355
PROC_10_0B948ZX,procedure,62,4,DX_10_Z87891,0.46774193548387094
PROC_10_0PSG04Z,procedure,62,1,DX_10_I10,0.43548387096774194
MED_PANCRELIPASE_4500,medication,62,2,DX_9_4019,0.3870967741935484
MED_VINCRISTINE,medication,62,2,DX_9_V5811,0.3387096774193548
MED_THIOTHIXENE,medication,62,1,DX_9_4019,0.3387096774193548
MED_ISOPROTERENOL,medication,62,1,DX_9_4280,0.3225806451612903
MED_LEVETIRACETAM_SOLUTION,medication,62,1,DX_9_4019,0.3225806451612903
MED_INV_HYDROCORTISONE,medication,61,11,DX_10_R6521,0.8360655737704918
PROC_10_03CJ0ZZ,procedure,61,6,DX_10_E785,0.819672131147541
MED_ASPIRIN_DESENSITIZATION_ANGIOEDEMA,medication,61,4,DX_9_41401,0.7540983606557377
PROC_10_02703DZ,procedure,61,5,DX_10_I2510,0.639344262295082
PROC_10_04R00JZ,procedure,61,5,DX_10_I714,0.6229508196721312
PROC_10_0PB00ZZ,procedure,61,8,DX_10_E785,0.6229508196721312
PROC_10_0FPB30Z,procedure,61,5,DX_10_K831,0.5901639344262295
PROC_10_0JB60ZZ,procedure,61,8,DX_10_E785,0.5573770491803278
MED_PREDNISOLONE_ORAL_SOLUTION,medication,61,2,DX_10_Z20822,0.5409836065573771
PROC_10_0BB18ZX,procedure,61,3,DX_10_J398,0.5245901639344263
PROC_9_8866,procedure,61,1,DX_9_45341,0.5245901639344263
PROC_10_009U30Z,procedure,61,3,DX_10_I10,0.5245901639344263
PROC_10_0BBN4ZX,procedure,61,4,DX_10_Z87891,0.47540983606557374
MED_BEVACIZUMAB_AVASTIN,medication,61,2,DX_10_I10,0.4426229508196721
PROC_9_7868,procedure,61,4,DX_9_4019,0.4262295081967213
PROC_9_4497,procedure,61,1,DX_9_4019,0.39344262295081966
PROC_10_0DNB0ZZ,procedure,61,2,DX_10_I10,0.3770491803278688
PROC_10_0UDB7ZX,procedure,61,1,DX_10_D62,0.36065573770491804
MED_PAPAIN_UREA_OINTMENT,medication,61,1,DX_9_4019,0.3442622950819672
PROC_9_8332,procedure,61,1,DX_9_4019,0.32786885245901637
MED_FERRIC_CITRATE,medication,60,7,DX_10_N186,0.95
PROC_9_3571,procedure,60,6,DX_9_7455,0.9333333333333333
PROC_10_10S0XZZ,procedure,60,4,DX_10_Z370,0.9166666666666666
PROC_10_0SPD09Z,procedure,60,4,DX_10_T8454XA,0.85
MED_INV_ASCORBIC_ACID,medication,60,11,DX_10_R6521,0.85
PROC_10_B2121ZZ,procedure,60,10,DX_10_E785,0.7833333333333333
PROC_9_8180,procedure,60,3,DX_9_4019,0.65
PROC_10_0KXJ0ZZ,procedure,60,10,DX_10_I2510,0.65
PROC_10_3E033PZ,procedure,60,6,DX_10_I2510,0.65
PROC_9_3821,procedure,60,3,DX_9_4019,0.6166666666666667
PROC_10_0DNE0ZZ,procedure,60,3,DX_10_K660,0.5666666666666667
PROC_10_0DN84ZZ,procedure,60,2,DX_10_K660,0.5166666666666667
PROC_10_0TT04ZZ,procedure,60,3,DX_10_C641,0.48333333333333334
MED_HEPARIN_VIA_ANTI_XA_MONITORING,medication,60,7,DX_10_E872,0.48333333333333334
PROC_10_0WJP0ZZ,procedure,60,4,DX_10_I10,0.4666666666666667
PROC_10_0DBM0ZZ,procedure,60,1,DX_10_I10,0.45
PROC_10_0FBC8ZX,procedure,60,3,DX_10_I10,0.43333333333333335
PROC_10_05HB33Z,procedure,60,3,DX_10_E785,0.4166666666666667
MED_LACOSAMIDE_STAT_DOSE,medication,60,6,DX_10_E785,0.4166666666666667
PROC_10_07BC0ZX,procedure,60,2,DX_10_Z87891,0.38333333333333336
MED_LEVALBUTEROL_HCL,medication,60,2,DX_9_4280,0.38333333333333336
PROC_9_0391,procedure,60,1,DX_9_4019,0.36666666666666664
MED_ISOSORBIDE_DINITRATE_ER,medication,60,2,DX_9_41401,0.36666666666666664
MED_TRANYLCYPROMINE_SULFATE,medication,60,2,DX_10_E785,0.35
MED_NORETHINDRONE_ACETATE,medication,60,1,DX_10_J45909,0.35
MED_NIRMATRELVIR_RITONAVIR_EUA,medication,59,3,DX_10_U071,1.0
PROC_10_02110AW,procedure,59,6,DX_10_D62,0.9830508474576272
PROC_10_02110Z8,procedure,59,6,DX_10_D62,0.9152542372881356
PROC_10_0DBU3ZX,procedure,59,4,DX_10_C786,0.7966101694915254
PROC_10_3E053GC,procedure,59,6,DX_10_I724,0.7796610169491526
